PUBLISHER_ID,TYPE_OF_PUBLISHER,PUBLISHER_NAME,ADDRESS1,ADDRESS2,ADDRESS3,CITY,REGION,PROVINCE,POS_CODE,PHONE1,PHONE2,PHONE3,FAX,EMAIL,CONTACT_PERSON,CONTACT_NO,COLLECTION_PER_YEAR,NOTE,IS_ACTIVE,CREATE_DATE_x,CREATE_BY,UPDATE_DATE,CREATE_TERMINAL,UPDATE_BY,UPDATE_TERMINAL,PUBLISHER_GROUP_ID,PUBLISHER_ORG_ID,PUBLISHER_ISBN_ID,admin_phone,PUBLISHER_GROUP_NAME
857,Swasta,Pastel Books,"Jl. Cinambo No. 135 Cisaranten Wetan Ujungberung, Bandung",,BANDUNG,Bandung,D.10,D.10-Jawa Barat,40294,022-7834310,,,022-7834311,info@mizan.com,,,,,0,2015-04-14,,2020-12-04,,,,10.0,1.0,217000047,(+62) 22 - 7834310,Mizan Pustaka
858,Swasta,Pastel Books,"Jl. Cinambo No. 135 Cisaranten Wetan Ujungberung, Bandung",,BANDUNG,Bandung,D.10,D.10-Jawa Barat,40294,022-7834310,,,022-7834311,"info@mizan.com,http//www.mizan.com",,,,,0,2015-12-18,,,,,,10.0,1.0,217000047,(+62) 22 - 7834310,Mizan Pustaka
993,Swasta,Mizania,"Jl. Cinambo No. 135 (Cisaranten Wetan), Ujung Berung, Bandung 40294",,BANDUNG,Sleman,D.10,D.10-Jawa Barat,40294,,,,,mizania@mizan.com,,,,,1,2015-04-16,,2020-12-04,,,,10.0,1.0,312000128,(+62) 7834310,Mizan Pustaka
6856,Swasta,Mizania Kids,"Jln. Cinambo No. 135 (Cisaranten Wetan), Ujungberung",Cinambo 135 Cisaranten Wetan,Bandung,Bandung,D.10,D.10-Jawa Barat,40294,022 7834310,,,022 7834311,mizania@mizan.com,,,,,0,2017-04-18,,2020-12-04,,,,10.0,1.0,217000021,(+62) 7834310,Mizan Pustaka
985,Swasta,JAL Publishing, ,Jl. Mandar Salim Rt 4/2 no. 74 Kembangan ,Jakarta,,D.09,D.09-DKI Jakarta,11630,,,,,,,,,,0,2015-04-16,,2020-12-04,,,,361.0,1.0,112002309,6221 96965090 ,JAL Publishing
724,Pemerintah,Badan Pemeriksa Keuangan RI,Gedung BPK RI. Jl. Jend. Gatot Subroto Kav 31 Jakarta Pusat 10210,,JAKARTA,Jakarta Pusat,D.09,D.09-DKI Jakarta,10210, (021) 255 49000,,, (021) 57 95 02 88,warta.bpk@bpk.go.id,,,,,0,2015-04-09,,2020-12-04,,,,235.0,2.0,416000080,(+62) 81213326160,Badan Pemeriksa Keuangan Republik Indonesia
768,Swasta,Universitas Al Azhar Indonesia,Jalan Sisingamangaraja Kebayoran Baru Jakarta,Jl. Sisimangaraja Kebayoran Baru,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,12110,(021) 72792753,,,(021) 7244767,lp2m@uai.ac.id,,,,,1,2017-04-18,,2020-12-04,,,,254.0,,512000026,6221 72792753,Universitas Al Azhar Indonesia
964,Pemerintah,Suku Dinas Kebudayaan Kota Administrasi Jakarta Selatan,,Jl. Prapanca Raya no. 9 lantai 16 Kebayoran Baru,Jakarta,,D.09,D.09-DKI Jakarta,,,,,,,,,,,0,2015-04-15,,2020-12-04,,,,354.0,2.0,215000021,6221 72792518,Suku Dinas Kebudayaan Kota Administrasi Jakarta Selatan
1006,Swasta,Immanuel,Jl Proklamasi No. 76 Jakarta,,JAKARTA,Jakarta,D.09,D.09-DKI Jakarta,10320,,,,,,,,,,0,2015-04-16,,2020-12-04,,,,368.0,1.0,412000214,(021)3900790,Immanuel
953,Swasta,Salemba Medika,"Jl. Raya Lenteng Agung No. 101 Jagakarsa, Jakarta Selatan",Jl. Raya Lenteng Agung No 101 Jagakarsa,Jakarta,Jakarta Selatan,D.09,D.09-DKI Jakarta,12610,,,,,info@penerbitsalemba.com,,,,,0,2015-04-14,,2020-12-04,,,,346.0,1.0,512000040,(+62) 217818616,Salemba Medika
1710,Pemerintah,Kementerian Pendidikan dan Kebudayaan,"Jalan Letjen Mt. Haryono Kav. 47-48, RT.3/RW.3, Cikoko, Pancoran, RT.4/RW.3, Cikoko, Pancoran, Kota Jakarta Selatan",Senayan-jakarta Pusat,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,10013,,,,,,,,,,0,2015-06-23,,2020-12-04,,,,565.0,,612000084,(+62) 215725061,Kementerian Pendidikan dan Kebudayaan
1951,Swasta,Yayasan Wakaf Paramadina,Universitas Paramadina Jl. Jend. Gatot Subroto,,JAKARTA,,D.09,D.09-DKI Jakarta,12970,,,,,,,,,,1,2015-11-11,,2020-12-04,,,,666.0,,113000096,(+62) 2179181188,Yayasan Wakaf Paramadina
1950,Swasta,Cyan Publisher,,Jl. Ciputat Raya No. 25 Kebayoran Lama,Jakarta,,D.09,D.09-DKI Jakarta,12340,,,,,,,,,,1,2015-07-29,,2020-12-04,,,,665.0,1.0,513000003,62 21 72794296,Cyan Publisher
1861,Swasta,Kementerian Agama RI,Jalan Lapangan Banteng Barat No. 3 ï¿½ 4  Jakarta ,Jl. Lap. Banteng Barat No. 3-4 Jakarta Pusat,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,10710,(+6221) ï¿½ 3811679,,,34833004,redaksi_ib@kemenag.go.id,,,,,0,2015-07-06,,2020-12-04,,,,630.0,,414000047,(+62) 213811642,Kementerian Agama RI
1737,Swasta,Yayasan Nabil,"Jl. Limo 42 AB, Permata Hijau, Senayan",Jl. Limo no. 40 Permata Hijau Senayan ,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,12220,(021) 7204383 ; 7269103,,,(021) 7244430,yayasan_nabil@yahoo.com.id,,,,,1,2015-06-24,,2020-12-04,,,,573.0,1.0,912000261,6221 7204383,Yayasan Nabil
2115,Pemerintah,Komisi Penyiaran Indonesia Pusat,Jalan Gajah Mada No. 8 Jakarta Pusat,,JAKARTA,Jakarta Pusat,D.09,D.09-DKI Jakarta,10120,021-6340713,,,021-6340667,layananpublik@kpi.go.id,,,,,0,,,2021-06-06,,198406302019022016,192.168.0.20,128.0,,312000504,(+62) 22345444,Komisi Penyiaran Indonesia
3089,Swasta,Polimedia Publishing,"Jalan Srengseng Sawah, Jagakarsa Jakarta Selatan",,JAKARTA,Jakarta,D.09,D.09-DKI Jakarta,12640,(021)93284466,,,,polimediapublishing@gmail.com,,,,,0,2015-12-16,,2020-12-04,,,,945.0,1.0,512000024,(+62) 85216002259,Polimedia Publishing
3208,Pemerintah,Unit Pengelola Museum Seni,jl. Pos Kota No. 2 Jakarta Barat,Jl. Pos Kota no. 2 Jakarta Barat,Jakarta,Jakarta Barat,D.09,D.09-DKI Jakarta,11110,021 6907062,,,021 6926091,museum_seni@yahoo.co.id,,,,,0,,,2020-12-04,,,,701.0,,1112000174,6221 6907062,Pemerintah Provinsi DKI Jakarta
2880,Swasta,Ukrida Press,Universitas Kristen Krida Wacana  Jl. Tanjung Duren Raya  4  Jakarta ,,JAKARTA,Jakarta,D.09,D.09-DKI Jakarta,11470,,,,,press@ukrida.ac.id,,,,,0,2015-11-10,,2020-12-04,,,,887.0,2.0,1212000216,(+62) 215666952,Ukrida Press
2941,Swasta,Jakarta Citra,Jl. Dewi Sartika No. 71  Pendawa Building Cawang ,Jl. Kp. Pabuaran Gg. Masjid 2 No.36 Jati rangon Jati Sampurna,Bekasi,Jakarta,D.09,D.09-DKI Jakarta,13630,,,,,adisage@yahoo.com,,,,,0,2015-11-18,,2020-12-04,,,,902.0,2.0,213000098,6221 68181609,Jakarta Citra
2893,Swasta,Unindra Press,"Jl. Nangka No. 58 C, Tanjung Barat, Jagakarsa, Jakarta Selatan",,JAKARTA,Jakarta Selatan,D.09,D.09-DKI Jakarta,12530,021-33386608,,,,"kopkar.unindra@gmail.com, leonova@yahoo.com",,,,,1,2015-11-12,,2020-12-04,,,,509.0,,113000177,81511075850,Universitas Indraprasta PGRI
3052,Swasta,Pustaka Indonesia Satu,Jl. Pustaka No.1 Kayu Putih Pulo Gadung Kota Jakarta Timur,Jl. Jeruk No.6 Menteng ,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,10330,,,,,,,,,,0,2015-12-10,,2020-12-04,,,,932.0,,1112000043,6221 3909109,Pustaka Indonesia Satu
3384,Swasta,Wahana Lingkungan Hidup Indonesia (WALHI),Jl. Tegal Parang Utara No. 14 Mampang Jakarta Selatan 12790,,JAKARTA,Jakarta,D.09,D.09-DKI Jakarta,12790,(021) 7941672,,,(021) 7941673,info@walhi.or.id,,,,,0,2016-01-19,,2020-12-04,,,,1006.0,2.0,1013000171,(+62) 2179193363,Wahana Lingkungan Hidup Indonesia (WALHI)
3065,Swasta,Bania Publishing,"Komplek Perguruan NW Jakarta RT. 001/03, No. 80 Jakarta Timur",,LOMBOK,Jakarta,D.09,D.09-DKI Jakarta,83361,021-468207788,,,,info_bania@yahoo.co.id,,,,,0,2015-12-15,,2020-12-04,,,,940.0,,112000831,87864879442,Bania Publishing
3194,Swasta,Visual,,Jl. Lingkar Luar Barat Blok E/4 RT 002/RW 02 Cengkareng,Jakarta,,D.09,D.09-DKI Jakarta,11730,,,,,,,,,,0,2015-12-31,,2020-12-04,,,,965.0,1.0,116000142,6221 54374233,Visual
3324,Swasta,Pusat Profil dan Biografi Indonesia,Rukan Tanjung Mas B-1 No. 8 Jl. Raya Lenteng Agung,JL. Pangeran Antasari Raya No.25 Kebayoran Baru,JAKARTA,Jakarta Selatan,D.09,D.09-DKI Jakarta,12150,,,,,,,,,,1,2016-01-14,,2020-12-04,,,,984.0,1.0,915000085,87782622575,Pusat Profil dan Biografi Indonesia
3576,Swasta,AP Foundation,"Jl. H. Najih II No. 20 C  Petukangan Utara, Jakarta Selatan",Jl. H. Najih II no. 20-C Petukangan Utara,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,,(021) 70189880,,,(021) 7370379,ap_foundation@ymail.com,,,,,0,2016-02-04,,2020-12-04,,,,1054.0,1.0,812000041,6221 7370379,AP Foundation
3609,Pemerintah,Komisi Nasional Hak Asasi Manusia (Komnas HAM),"Gedung Komnas HAM, Jl. Latuharhary no. 4B, Menteng",,JAKARTA,Jakarta Pusat,D.09,D.09-DKI Jakarta,10310,021-3925230,,,021-3912026,"info@komnasham.go.id, perpustakaan@komnasham.go.id, perpustakaankomnasham@gmail.com",,,,,1,2016-02-05,,2020-12-04,,,,1059.0,,316000083,(+62) 213925230,Komnas HAM
3839,Swasta,Komite Olahraga Nasional Indonesia Pusat,"Gedung Direksi Gelora Bung Karno, Jl. Pintu I Senayan, Jakarta 10270",Jl. Pintu 1 Senayan,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,10270,021-5737494,,,021-5732516,konipusat@yahoo.com,,,,,0,2016-03-02,,2020-12-04,,,,1087.0,2.0,214000111,62 21 5732205,Komite Olahraga Nasional Indonesia Pusat
3523,Swasta,Universitas Negeri Jakarta,"Jl. Rawamangun Muka, Rawamangun, RT.11/RW.14, Jakarta Timur",Jl. Rawamangun Muka No. ,Jakarta,,D.09,D.09-DKI Jakarta,13220,,,,,,,,,,0,2016-02-01,,2020-12-04,,,,373.0,,1016000008,0813 9889 0640,Bhuana Ilmu Populer
8609,Pemerintah,Direktorat Izin Tinggal Keimigrasian Kementerian Hukum dan Hak Asasi Manusia RI,"Jl. H.R Rasuna Said Blok X-6, Kav.8, Kuningan, Jakarta Selatan",Jl. H.R Rasuna Said Blok X-6 Kav. 8 Kuningan,Jakarta,Jakarta ,D.09,D.09-DKI Jakarta,,021 5224658,,,021 52962095,,,,,,0,,,2020-12-04,,,,124.0,,1117000164,6221 5224658,Kementerian Hukum dan Hak Asasi Manusia RI
5923,Swasta,Erlangga for Kids,"Jl. H. Baping Raya No. 100, Ciracas, Jakarta Timur ",,JAKARTA,Jakarta,D.09,D.09-DKI Jakarta,13740,021-871 7006,,,,"ppc.erlangga@gmail.com, webmaster@erlangga.co.id",,,,,1,2017-01-14,,2020-12-04,,,,1942.0,1.0,512000177,(+62) 218717006,Erlangga
8882,Swasta,Jurusan Teknik Sipil Fakultas Teknik Universitas Tarumanagara,"Jl. Let. Jend. S. Parman No. 1, Jakarta ",Jl. Letjen. S. Parman No.1,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,11440,021 5672548 ext. 331,,,,sipil@untar.ac.id,,,,,0,2018-03-06,,2020-12-04,,,,1074.0,,815000123,6221 5663124,Universitas Tarumanagara
10329,Pemerintah,Komite Keperawatan,"Jl. Diponegoro No. 71, Jakarta",,JAKARTA,Jakarta,D.09,D.09-DKI Jakarta,1086,021 1500135,,,,,,,,,0,2019-01-11,,2020-12-04,,,,1107.0,,116000160,8567946362,Rumah Sakit Cipto Mangunkusumo
9554,Pemerintah,Pusat Pelatihan dan Penyuluhan Kelautan dan Perikanan,"Gedung Mina Bahari III, Jl. Medan Merdeka Timur No. 16, Jakarta","Merdeka Timur, Gambir ",Jakarta,Jakarta,D.09,D.09-DKI Jakarta,10110,,,,,,,,,,0,2018-12-07,,2020-12-04,,,,449.0,,1115000060,(+62) 213513314,Kementerian Kelautan dan Perikanan RI
5548,Pemerintah,Direktorat Jenderal Peternakan dan Kesehatan Hewan,"Jl.Harsono RM, No. 3, Gedung C, Lantai 9, Pasar Minggu, Jakarta",,JAKARTA,Jakarta,D.09,D.09-DKI Jakarta,12550,021 7815783,,,021 7815783,keswan@deptan.go.id,,,,,0,2016-11-23,,2020-12-04,,,,106.0,,512000470,(+62) 217815580,Kementerian Pertanian
1955,Pemerintah,Balai Besar Konservasi Sumber Daya Alam Papua Barat,Jl. Raya Klamono Km. 16,,SORONG,Sorong,D.34,D.34-Papua Barat,98415,0951-321986,,,0951-334073,ksda_papbar@yahoo.co.id,,,,,0,2015-07-30,,2020-12-04,,,,106.0,1.0,519000005,(0951)321986,Kementerian Pertanian
6736,Pemerintah,Balai Pengkajian Teknologi Pertanian Papua,"Jl. Yahim No. 49, Sentani-Jayapura",,JAYAPURA,Jayapura,D.26,D.26-Papua,99352,0967 592179,0967 591235,,0967 591235,bptppapua@yahoo.com,,,,,0,2017-04-17,,2020-12-04,,,,106.0,,1013000017,(+62) 81392712238,Kementerian Pertanian
6342,Pemerintah,Dinas Penerangan Korps Marinir,Mako Kormar,Prajurit Kko Usman Dan Harun No.40,Dki Jakarta,,D.09,D.09-DKI Jakarta,10410,,,,,marinir@gmail.com,,,,,0,2017-02-28,,2020-12-04,,,,1528.0,,712000095,(+62) 2134830945,Dinas Penerangan Korps Marinir
7402,Swasta,Fakultas Pertanian Universitas Nasional,Jl. Sawo Manila no.61 Pejaten Pasar Minggu,Jl. Sawomanila No. 61 Pasar Minggu ,Jakarta,Jakarta Selatan,D.09,D.09-DKI Jakarta,12520,021-7806700,,,,,,,,,0,2017-07-18,,2020-12-04,,,,866.0,,617000002,7806700 ext 157, Universitas Nasional
7855,Swasta,Red & White Publishing,"Crown Palace Blok E No.5 Jl. Prof. Dr. Soepomo No. 231 Pancoran, Jakarta 12870",,JAKARTA,Jakarta Selatan,D.09,D.09-DKI Jakarta,12870,+62 856-9169-4245,021 83787848,,,abdul@redandwhite.co.id,,Abdul Manan,,,0,2017-08-30,,2020-12-04,,,,1784.0,2.0,512000034,(+62) 2165300085,Red & White Publishing
11108,Pemerintah,"Direktorat Pengawasan Kosmetik, Badan POM","Jl. Percetakan Negara No. 23, Jakarta Pusat",,JAKARTA,Jakarta Pusat,D.09,D.09-DKI Jakarta,10560,021 42878164,,,,subditwaskos.amut@gmail.com,,,,,0,,,2020-12-04,,,,1125.0,,119000033,(021)42878164,Badan POM RI
8604,Swasta,Universitas 17 Agustus 1945 Jakarta,"Jalan Sunter Permai Raya No.36, RT.5/RW.18, Papanggo, Tanjung Priok, RT.11/RW.6, Sunter Agung, Tj. Priok, Jakarta Utara",,JAKARTA,Jakarta,D.09,D.09-DKI Jakarta,14350,(021) 64715666,,,,ratihkurnia20@gmail.com,,,,,0,2018-02-14,,2020-12-04,,,,1002.0,,216000085,(+62) 2164715666,Universitas 17 Agustus 1945
8566,Swasta,STKIP Kusuma Negara,"Jl. Raya Bogor, KM 24, Cijantung, Jakarta Timur",,JAKARTA,Jakarta Timur,D.09,D.09-DKI Jakarta,13770,,,,,stkipkn@stkipkusumanegara.ac.id,,,,,0,2017-12-21,,2020-12-04,,,,1844.0,,817000036,(021)87791773,STKIP Kusuma Negara
11273,Pemerintah,"Biro Rekrutmen, Advokasi dan Peningkatan Kapasitas Hakim Komisi Yudisial RI",Jl. Kramat Raya No.57 Jakarta Pusat,Jl. Kramat Raya No.57,Jakarta,Jakarta,D.09,D.09-DKI Jakarta,10450,021-3905455,,,,pkh@komisiyudisial.go.id,,,,,0,2019-06-11,,2020-12-04,,,,698.0,,913000021,213905876,Komisi Yudisal RI
282,Pemerintah,Pusat Sumber Daya Geologi,Jl. Soekarno - Hatta No. 444 Bandung 40254,Jl Soekarno Hatta No.444,Bandung,Bandung,D.10,D.10-Jawa Barat,40254,,,,,buletinpsdg@gmail.com,,,,,1,2015-04-27,,2020-12-04,,,,39.0,2.0,612000212,622- 522525,Badan Geologi
319,Pemerintah,Pusat Perpustakaan dan Penyebaran Teknologi Pertanian,Jl. IR. H. Juanda No. 20 Bogor,,BOGOR,Bogor,D.10,D.10-Jawa Barat,16122,,,,, pustaka@pertanian.go.id,,,,,1,2015-05-06,,2020-12-04,,,,38.0,2.0,612000211,(+62) 2518321746,Departemen Pertanian RI
800,Swasta,Kaysa Media,"Perumahan Jatijajar Estate Blok D12 No.1-2, Depok, Jawa Barat",Perumahan Jatijajar Blok D12 No.1-2,Depok,Depok,D.10,D.10-Jawa Barat,16451,021-87743503,,,021-87743530,kaysamedia@puspa-swara.com;  admin@puspa-swara.com,,,,,0,2015-04-09,,2020-12-04,,,,273.0,,916000008,(+62) 2187745418,Puspa Swara
919,Swasta,Kriya Pustaka,"Perumahan Jatijajar Estate Blok D12 No. 1, Depok",Perumahan Jatijajar Blok D12 No.1-2,Depok,Depok,D.10,D.10-Jawa Barat,16451,021-87743503,021-87745418,,021-8774353,kriyapustaka@puspa-swara.com | salesonline@puspa-swara.com,,,,,0,2015-04-13,,2020-12-04,,,,273.0,1.0,916000006,(+62) 2187743503,Puspa Swara
1203,Swasta,Pustaka Bunda,Perumahan Jati Jajar Blok D12 No.1 Cimanggis Jawa Barat 16452 Indonesia,Perumahan Jatijajar Blok D12 No.1-2 ,Depok,Depok,D.10,D.10-Jawa Barat,16451,021-87743503,,,,,,,,,0,2015-04-23,,2020-12-04,,,,273.0,1.0,916000004,(+62) 21877435418,Puspa Swara
1883,Swasta,Kanaya Press,"Perumahan Jatijajar Estate Blok D12 No.1-2, Depok, Jawa Barat",Perumahan Jatijajar Blok D12 No.1-2,Depok,,D.10,D.10-Jawa Barat,16451,,,,,,,,,,1,2015-07-07,,2020-12-04,,,,273.0,1.0,112000127,(+62) 2187743503,Puspa Swara
1876,Swasta,Puspa Populer,Perum.Jatijajar Estate Blok D12 no.1-2 ,Perumahan Jatijajar Blok D12 No.1-2,Depok,Depok,D.10,D.10-Jawa Barat,16451,021-87743503,021-87745418,,021-8774353,info@puspa-swara.com,,,,,0,2015-07-07,,2020-12-04,,,,273.0,2.0,916000007,(+62) 2187745418,Puspa Swara
2198,Swasta,Indria Pustaka,"Perum Jatijajar Estate Blok D12 No. 1-2, Tapos, Depok 16451",Perumahan Jatijajar Blok D12 No.1,Depok,Depok,D.10,D.10-Jawa Barat,16451,(021) 87743503,(021) 87745418,,(021) 87743530,adm.puspa-swara@gmail.com,,,,,1,2015-08-28,,2020-12-04,,,,273.0,1.0,1016000065,(+62) 2187743503,Puspa Swara
