id,organization_id,province_id,city_id,district_id,village_id,photo,contact,fax,name,name_change,phone,website,address,postal_code,type,system_type,code_system,birth_certificate,statement_letter,status,created_at,updated_at,deleted_at,Golongan
39,,34.0,3402.0,3402140.0,3402140004.0,,"Dr. Stephanus Hanggar Budi Prasetya, S.Sn., M.Si.",,BADAN PENERBIT ISI YOGYAKARTA,,274384106,,"UPT Perpustakaan ISI Yogyakarta Jalan Parangtritis Km 6,5 Yogyakarta",,1.0,isbn,1012000028.0,,,2,2019-04-01 07:44:34,2021-01-26 20:55:49,,2
41,,,,,,,Murad Maulana,,BADAN PENGAWAS TENAGA NUKLIR (BAPETEN),,(021)6385 8269-70 ,,Gedung Badan Pengawas Tenaga Nuklir Jl.gajah Mada No.8,,1.0,isbn,318000102.0,,,2,2019-04-02 14:05:19,2019-04-02 14:05:19,,2
42,,31.0,3171.0,3171010.0,3171010006.0,,Yulianti,,SALEMBA EMPAT,,(+62) 217818616,,Jln. Raya Lenteng Agung No. 101,,1.0,isbn,1215000022.0,,,2,2019-04-04 11:15:07,2021-05-25 16:54:36,,2
43,,31.0,3171.0,3171010.0,3171010006.0,,Yulianti,,SALEMBA MEDIKA,,(+62) 217818616,,Gedung Leksika Jln. Raya Lenteng Agung No. 101 Jagakarsa,,1.0,isbn,512000040.0,,,2,2019-04-08 10:57:29,2019-04-08 10:58:11,,2
44,,31.0,3171.0,3171010.0,3171010006.0,,Yulianti,,SALEMBA HUMANIKA,,(+62) 217818616,,Jln. Raya Lenteng Agung No. 101,,1.0,isbn,1113000048.0,,,2,2019-04-09 16:31:59,2021-05-31 16:37:04,,2
45,,,,,,,Bambang Mujiran,,PT. SUNDA KELAPA PUSTAKA,,(021)7864529,," Jl. Topaz Raya Blok C2, No. 16, Permata Puri Media Rt 002/001 Kembangan Utara",,1.0,isbn,1212000172.0,,,2,2019-04-16 14:32:12,2019-04-16 14:32:12,,1
46,,,,,,,Basuki Hidayat,,PT. PAKAR RAYA,,(022)2035440,," Jl. Sukamaju 28,30,32, Pasteur Sukajadi",,1.0,isbn,412000237.0,,,2,2019-04-16 14:53:55,2019-04-16 14:53:55,,1
47,,34.0,3404.0,3404110.0,3404110001.0,,Nur Indah Kurniawati,,TEKNOSAIN,,(62274)882262,,Ruko Jambusari No. 7a Jalan Raya Candi Gebang,,1.0,isbn,615000089.0,,,2,2019-04-22 13:08:56,2020-03-10 13:51:49,,2
48,,,,,,,Teguh Widodo,,PT. SAKA MITRA KOMPETENSI,,(0272)321641,, Jl. Ki Hajar Dewantoro,,1.0,isbn,1012000037.0,,,2,2019-04-22 13:09:17,2019-04-22 13:09:17,,1
49,,34.0,3404.0,3404110.0,3404110001.0,,Nur Indah Kurniawati,,GRAHA ILMU,,(62274)882262,,Ruko Jambusari Jalan Raya Candi Gebang No. 7a,,1.0,isbn,313000162.0,,,2,2019-04-22 13:16:59,2020-03-02 11:08:45,,2
52,,35.0,3578.0,3578080.0,3578080004.0,,81333754212,,SAHAJA,,(+62) 81333754212,, Jl Hidrodinamika Ii Blok T 45,,1.0,isbn,1117000023.0,,,2,2019-04-22 15:00:59,2019-04-22 15:03:41,,2
54,,35.0,3520.0,3520110.0,3520110003.0,,Edi Riyanto,,CV. AE MEDIA GRAFIKA,,82336759777,,"Jl. Raya Solo Maospati Rt. 24 Rw. 04 Winong Gulun, Maospat, Magetan Jl. Raya Solo Maospati",,1.0,isbn,914000112.0,,public/files/pernyataan//aemediagrafika-pernyataan.pdf,2,2019-04-22 15:10:10,2019-05-06 03:49:46,,1
55,,31.0,3171.0,3171050.0,3171050004.0,,"Dr. Ir. Usman, M.eng",,SEKRETARIAT IKATAN AHLI TEKNIK PERMINYAKAN INDONESIA (IATMI),,(+62) 7394422,,"Gedung Penunjang, Komplek Perkantoran Ppptmgb ""Lemigas"" Jl. Ciledug Raya Kav 109, Cipulir",,1.0,isbn,419000049.0,,,2,2019-04-23 13:33:09,2019-04-23 13:50:11,,2
56,,,,,,,Riza Arifudin,,FMIPA UNIVERSITAS NEGERI SEMARANG,,81325501075,,Universitas Negeri Semarang Gd. D12 Lt.2 Kampus Sekaran Gunungpati,,1.0,isbn,712000006.0,,,2,2019-04-24 14:24:21,2019-04-24 14:24:21,,2
57,,,,,,,Alfi Maryati,,POLITEKNIK ILMU PELAYARAN SEMARANG,,(6224)8311528,,Gedung Serba Guna Balai Mas Pardi Pip Semarang Jl. Singosari 2a,,1.0,isbn,1012000224.0,,,2,2019-04-24 14:25:58,2019-04-24 14:25:58,,2
58,,33.0,3374.0,3374040.0,3374040002.0,,Ebookunika,,UNIVERSITAS KATOLIK SOEGIJAPRANATA,,248441555,,Gedung Mikhael Jl. Pawiyatan Luhur Iv/1 Bendan Duwur,,1.0,isbn,1012000013.0,,,2,2019-04-25 07:48:31,2020-03-10 13:42:40,,2
59,,,,,,,Y. Sigit Giri Purwana,,PT TAKA PUBLISHER,,(+62) 8886773802,, Jalan Sam Ratulangi No. 36,,1.0,isbn,812000164.0,,,2,2019-04-26 14:31:20,2019-04-26 14:31:20,,1
60,,,,,,,Ali Fais,,PT. CEMPAKA PUTIH,,(0272)321641,,Jl. Macanan Baru,,1.0,isbn,1112000021.0,,,2,2019-04-27 08:21:47,2020-04-22 09:52:02,,1
61,,,,,,,Endah Dewi Saptowati,,PT CARAKA DARMA AKSARA,,(0370)626635,," Jl. Cendana No. 6 Cemara, Kelurahan Monjok, Kecamatan Selaparang",,1.0,isbn,113000076.0,,,2,2019-04-27 08:23:50,2019-04-27 08:23:50,,1
62,,,,,,,Eko Sujatmiko,,AKSARRA SINERGI MEDIA,,(0272)322441,, Jl. Sam Ratulangi 36,,1.0,isbn,712000245.0,,,2,2019-05-02 12:52:32,2019-05-02 12:52:32,,2
63,,,,,,,"Neneng Yanti Khozanatu Lahpan, S.ag., M.hum., Ph.d",,SUNAN AMBU PRESS,,(022) 7314982,,Gedung Rektorat Institut Seni Budaya Indonesia (Isbi) Bandung Lantai 4 Jalan Buah Batu Nomor 212 ,,1.0,isbn,814000179.0,,,2,2019-05-02 14:01:43,2019-05-02 14:01:43,,2
64,,32.0,3273.0,3273121.0,3273121002.0,,Anita Hairunnisa,,PT LONTAR DIGITAL ASIA,,(+62) 63728636,,"Bitread Headquarter Pinus Regency, Cluster Alpen No.10, Soekarno-hatta",,1.0,isbn,118000098.0,,,2,2019-05-02 14:06:08,2020-12-02 14:47:05,,1
65,,,,,,,Setyaningrum,,CV. JAKAD MEDIA PUBLISHING,,(+62) 81234408577,,Diamond Park Residen B6 11 Jl. Gayung Kebon Sari ,,1.0,isbn,717000012.0,,,2,2019-05-03 14:41:33,2019-05-03 14:41:33,,1
67,,32.0,3204.0,3204010.0,3204010001.0,,"Punomo Sadriman, SH.",,CV. MANDAR MAJU,,(022)6018218,," Jl. Sumber Resik No. 71 (4-19), Sumbersari Indah",,1.0,isbn,717000108.0,,,2,2019-05-06 10:47:53,2019-05-06 19:17:08,,1
68,,,,,,,Fauzan Rananda,,ERLANGGA DIGITAL,,(+62) 218717006,,Penerbit Erlangga Jl. H. Baping Raya No.100,,1.0,isbn,418000124.0,,,2,2019-05-09 10:59:44,2019-05-09 10:59:44,,2
69,,,,,,,Fauzan Rananda,,ERLANGGA FOR KIDS,,(+62) 218717006,,Penerbit Erlangga Jl. H. Baping Raya No 100,,1.0,isbn,512000177.0,,,2,2019-05-09 11:00:25,2019-05-09 11:00:25,,2
70,,,,,,,Lucyana Habibie,,BPPT PRESS,,(+62) 8129247492,,"Gedung Ii Bppt , Lt.4   Jl.MH. Thamrin  No.8 ",,1.0,isbn,612000099.0,,,2,2019-05-09 11:02:30,2019-05-09 11:02:30,,2
71,,,,,,,Yanto Sugiharto,,PUSAT SISTEM AUDIT TEKNOLOGI - BPPT,,(021)75791390,,"Gedung Manajemen 720, Latai 2, Puspitek Serpong - Tangerang Selatan Komplek Puspitek Serpong ",,1.0,isbn,1118000024.0,,,2,2019-05-09 11:08:19,2019-05-09 11:08:19,,2
72,,,,,,,Rafita Meri,,PT BALAI PUSTAKA (PERSERO),,(+62) 218583369,,"Gedung Balai Pustaka Jl. Bunga No. 8-8a, Matraman.",,1.0,isbn,213000220.0,,,2,2019-05-09 11:09:05,2019-05-09 11:09:05,,1
73,,,,,,,Adim Goekid,,CV. BEE MEDIA PUSTAKA,,(+62) 2129383264,,Rumah Lebah Jalan Setu Tipar No 5,,1.0,isbn,112002409.0,,,2,2019-05-09 11:10:04,2019-05-09 11:10:04,,1
74,,,,,,,Armada A,,CV UTAN KAYU SEJATI,,(+62) 81257435148,,Utan Kayu Sejati Jl. Utan Kayu No. 77,,1.0,isbn,112000702.0,,,2,2019-05-09 11:10:43,2019-05-09 11:10:43,,1
75,,,,,,,Maria Ulfa,,PT. BUKU PINTAR INDONESIA,,22584304,,"Komplek Perumahan Green Garden Jl. Panjang,  Blok E1 No. 7 Kedoya
Utara, Kebon Jeruk.",,1.0,isbn,1113000033.0,,,2,2019-05-09 11:11:21,2019-05-09 11:11:21,,1
76,,,,,,,Lihayati,,CV. TRANS INFO MEDIA,,(+62) 2187783328,, Jl. Man 6 No 74 Rt 008/04 Kel Dukuh Kec Kramatjati,,1.0,isbn,612000150.0,,,2,2019-05-09 11:12:18,2019-05-09 11:12:18,,1
77,,,,,,,Agnesja Julius,,PT. EDU PENGUIN,,(021) 3156916,, Jl. Salemba Tengah No. 37 C,,1.0,isbn,1213000148.0,,,2,2019-05-09 11:15:06,2019-05-09 11:15:06,,1
78,,,,,,,Anggreta Simanjuntak,,LIBRI,,(+62) 213901208,, Jl. Bpk Gunung Mulia,,1.0,isbn,312000484.0,,,2,2019-05-09 11:15:58,2019-05-09 11:15:58,,2
79,,,,,,,Riska Fera,,PT MEDIA PIAR INDONESIA,,(+62) 213459671,,Gedung Dewan Pers Jl. Kebon Sirih No. 32 - 34,,1.0,isbn,316000103.0,,,2,2019-05-09 11:16:35,2020-03-18 13:45:13,,1
80,,,,,,,Dwi Jatmiko Widodo,,MITRA WACANA MEDIA,,82423435,,Kantor Mitra Wacana Media  Vila Nusa Indah 3 Blok Ke.2 No. 14-15,,1.0,isbn,512000245.0,,,2,2019-05-09 11:17:07,2019-05-09 11:17:07,,2
81,,,,,,,Supriadi,,UBHARA JAYA PRESS,,(021)88955882,," Jl. Raya Perjuangan, Marga Mulya",,1.0,isbn,1212000075.0,,,2,2019-05-09 11:19:52,2019-05-09 11:19:52,,2
82,,,,,,,Paulus Julius,,KOMPAS ILMU,,(021) 3156916,, Jl. Salemba Tengah No. 37 D,,1.0,isbn,1213000120.0,,,2,2019-05-09 11:22:20,2019-05-09 11:22:20,,2
83,,,,,,,"Dr. Muhammad Shuhufi, M.Ag",,PUSAKA ALMAIDA,,8124242452,,"Kantor Pusaka Almaida Jln Tun Abdul Razak I, Paopao Permai Blok G.5 No. 18 Gowa, Sulawesi Selatan",,1.0,isbn,114000127.0,,,2,2019-05-11 09:43:55,2019-05-11 09:43:55,,2
84,,,,,,,Iskandar Siman,,PT. LISTA FARISKA PUTRA,,(+62) 2145869700,," Jl. Boulevard Barat Raya, Kelapa Gading Jakarta",,1.0,isbn,312000595.0,,,2,2019-05-14 12:17:55,2019-05-14 12:17:55,,1
85,,,,,,,Didik Djunaedi,,PT GADING INTI PRIMA,,(+62) 214508142,, Jl. Kelapa Gading Bulevar Blok Wd 2/9,,1.0,isbn,612000202.0,,,2,2019-05-14 13:01:18,2019-05-14 13:01:18,,1
86,,34.0,3404.0,3404110.0,3404110001.0,,Nur Indah Kurniawati,,PUSTAKA PANASEA,,(0274)882262,,Ruko Jambusari No. 7a Jalan Raya Candi Gebang,,1.0,isbn,517000038.0,,,2,2019-05-17 13:59:02,2020-03-10 14:00:25,,2
90,,34.0,3404.0,3404110.0,3404110001.0,,Nur Indah Kurniawati,,SULUH MEDIA,,0274-882262,,Ruko Jambusari No. 7A,,1.0,isbn,1216000029.0,,public/files/pernyataan//suluhmedia-pernyataan.pdf,2,2019-05-18 10:05:35,2021-07-02 09:56:20,,2
91,,,,,,,Daru Wijayanti,,CV. DESA PUSTAKA INDONESIA,,(+62) 81904278068,, Krajan 1,,1.0,isbn,219000011.0,,,2,2019-05-21 10:31:18,2019-05-21 10:31:18,,1
92,,34.0,3404.0,3404110.0,3404110001.0,,Nur Indah Kurniawati,,MEDIA AKADEMI,,(62274)882262,,"PT. Graha Ilmu, Ruko Jambusari No. 7a Jalan Raya Candi Gebang",,1.0,isbn,215000114.0,,,2,2019-05-28 11:08:29,2020-03-10 15:36:50,,2
93,,34.0,3404.0,3404110.0,3404110001.0,,Nur Indah Kurniawati,,SPEKTRUM NUSANTARA,,(0274)882262,,Ruko Jambusari No. 7a Jalan Raya Candi Gebang,,1.0,isbn,717000050.0,,,2,2019-05-31 10:41:41,2020-04-20 10:10:35,,2
94,,,,,,,"Dr. Ir. Vera Sabariah, M.sc",,PROGRAM PASCASARJANA UNIPA,,(+62) 986211430,,"Gedung Pascasarjana Universitas Papua Jln. Gunung Salju, Amban",,1.0,isbn,319000122.0,,,2,2019-06-13 06:30:29,2019-06-13 06:30:29,,2
95,,31.0,3173.0,3173010.0,3173010003.0,,Agni.Probirini@umusic.com,,UNIVERSAL MUSIC INDONESIA,,(+62 21) 573 4566,,Prince Center Building 14th Floor Room 1401 Jl. Jend. Sudirman Kav. 3-4 Jakarta 10220 ,,1.0,edep,,,public/files/pernyataan//universalmusicindonesia-pernyataan.pdf,2,2019-06-13 15:46:39,2019-06-13 15:46:39,,2
97,,,,,,,Arys Hilman Nugraha,,ALIF REPUBLIKA,,(+62) 217819127,,"Ged. Republika Penerbit Kav. Polri Blok I No. 65, Jagakarsa",,1.0,isbn,417000092.0,,,2,2019-06-14 08:28:04,2019-06-14 08:28:04,,2
98,,,,,,,Syifa,,AKADEMI TEKNIK TELEKOMUNIKASI SANDHY PUTRA JAKARTA,,215451697,,Ged. Akademi Telkom Jakarta Jl. Daan Mogot Km.11 Jakarta Barat,,1.0,isbn,513000126.0,,,2,2019-06-25 09:40:35,2019-06-25 09:40:35,,2
99,,,,,,,Nicky Rizkiansyah,,BPS KABUPATEN BUNGO,,74721120,,"Gedung Kantor Badan Pusat Statistik Kabupaten Bungo  Jl. R.M. Thaher, Cadika, Rimbo Tengah - ,Telp/Faks 074721120",,1.0,isbn,314000046.0,,,2,2019-06-26 14:17:53,2019-06-26 14:17:53,,3
100,,13.0,1303.0,1303110.0,1303110008.0,,Ramadhan Fitria,,CV. INSAN CENDEKIA MANDIRI,,(+62) 82268900329,, Perum BTI No. 53,,1.0,isbn,419000069.0,,,2,2019-06-28 09:45:27,2019-11-07 10:36:13,,1
101,,32.0,3211.0,3211010.0,3211010008.0,,81321962140,,UNPAD PRESS,,2284288888,,"Grha Kandaga, Gedung Perpustakaan Pusat Unpad, Lt 4 Jl. Raya Bandung - Sumedang Km 21 Jatinangor",,1.0,isbn,312000633.0,,,2,2019-06-28 13:04:12,2019-06-28 13:08:42,,2
102,,31.0,3171.0,3171100.0,3171100002.0,,Ahmad Yani,,UNIVERSITAS BAKRIE PRESS,,215261448,,"Universitas Bakrie Jl. HR Rasuna Said, Kav. C-22 Kuningan",,1.0,isbn,312000620.0,,,2,2019-07-04 08:30:05,2019-07-12 08:33:19,,2
103,,31.0,3171.0,3171050.0,3171050006.0,,Priatna,,TEMPO PUBLISHING,,(+62) 215360409,,Gedung Tempo Lantai 3 Jl. Palmerah Barat No.8,,1.0,isbn,412000074.0,,,2,2019-07-04 14:45:50,2020-03-30 19:46:03,,2
104,,35.0,3515.0,3515110.0,3515110003.0,,87859698383,,UMSIDA PRESS,,318945444,,Kampus1 Universitas Muhammadiyah Sidoarjo Jl. Mojopahit 666 B Sidoarjo,,1.0,isbn,712000016.0,,,2,2019-07-19 13:38:12,2019-07-21 01:09:55,,2
105,,32.0,3278.0,3278080.0,3278080004.0,,Elfan Fanhas Fatwa Khomaeny,,EDU PUBLISHER,,81214966550,,"Jl. Tamansari Km. 2,5",,1.0,isbn,1217000137.0,,,2,2019-07-19 14:15:05,2020-07-08 07:50:28,,2
106,,32.0,3278.0,3278060.0,3278060005.0,,Irvan Mulyadie,,CV. BARAK SENI TASIK,,(+62) 81394320983,,Tundagan Rt.005 Rw.016 Kel. Linggajaya Kec. Mangkubumi,,1.0,isbn,718000122.0,,,2,2019-07-19 14:28:28,2020-11-22 02:37:18,,1
107,,,,,,,Windu Darlina,,DAR MIZAN,,62227834310,,Gedung Mizan Pustaka Jl. Cinambo no. 135 Cisaranten Wetan Ujungberung,,1.0,isbn,812000176.0,,,2,2019-07-23 10:50:45,2019-07-23 10:50:45,,2
108,,32.0,3271.0,3271050.0,3271050012.0,,Gideon Suharyanto,,CENTER FOR INTERNATIONAL FORESTRY RESEARCH (CIFOR),,(+62) 2518622622,,"Jalan Cifor Situ Gede, Bogor Barat",,1.0,isbn,512000226.0,,,2,2019-07-24 14:11:04,2020-12-18 07:16:30,,2
109,,31.0,3173.0,3173010.0,3173010001.0,,Mustika Arum,,M&C!,,(+62) 2153650110,,"Gd. Kompas Gramedia Unit 1, Lt. 3 Palmerah Barat No. 29-37",,1.0,isbn,313000169.0,,,2,2019-07-25 11:21:29,2020-09-10 15:32:16,,2
110,,31.0,3174.0,3174080.0,3174080003.0,,Handi,,CV. CAMPUSTAKA,,8888031130,," Jl. Utan Jati No. 60 Rt 005 Rw 011, Pegadungan, Kalideres",,1.0,isbn,717000118.0,,,2,2019-07-25 11:28:05,2019-07-25 11:29:31,,1
111,,,,,,,Fitria Maharani Putri,,LEMBAGA PENELITIAN SMERU,,(+62) 82333958758,,Gd. Smeru Lt 3 Jl. Cikini Raya No. 10a,,1.0,isbn,512000009.0,,,2,2019-07-25 11:38:08,2019-07-25 11:38:08,,2
